1.02	1.02	
4.28	4.28	
5.13	5.13	
7.94	7.94	
8.56	8.56	
8.85	8.85	
9.98	9.98	
11.33	11.33	
17.38	17.38	
22.16	22.16	
24.310000000000002	24.310000000000002	
26.87	26.87	
27.19	27.19	
27.76	27.76	
29.080000000000002	29.080000000000002	
31.59	31.59	
32.19	32.19	
37.07	37.07	
37.5	37.5	
38.160000000000004	38.160000000000004	
38.63	38.63	
38.86	38.86	
39.29	39.29	
41.39	41.39	
41.82	41.82	
44.37	44.37	
45.21	45.21	
49.17	49.17	
49.21	49.21	
51.81	51.81	
52.85	52.85	
55.22	55.22	
57.660000000000004	57.660000000000004	
58.01	58.01	
59.74	59.74	
62.46	62.46	
62.52	62.52	
68.35000000000001	68.35000000000001	
69.12	69.12	
70.74	70.74	
76.23	76.23	
77.9	77.9	
