0.195055	0.780221	
1.950554	2.808797	
11.703322	12.717610	
16.891795	18.179160	
26.995663	29.492371	
41.351738	42.288003	
147.773946	148.242078	
152.533296	154.171762	
162.012987	163.729474	
167.552560	168.020693	
179.216871	179.763026	
185.341609	185.848753	
190.881181	191.934480	
194.509211	194.938333	
198.527352	199.307573	
223.650483	224.196638	
240.698322	241.244477	
246.315917	246.901083	
272.063225	272.492347	
272.921469	273.389601	
294.533603	295.820969	
314.702328	315.365516	
329.526536	330.657857	
332.569400	333.154566	
337.289739	337.835894	
341.737002	342.205135	
346.301297	346.808441	
347.432618	347.861740	
350.982626	351.996914	
353.986479	354.571645	
355.234833	355.741977	
357.458464	359.135940	
360.501328	361.086494	
361.866716	362.412871	
366.548044	368.030465	
368.888709	369.317831	
370.566185	371.190362	
377.081034	377.744222	
378.329388	379.031588	
389.915677	390.461832	
397.327781	397.951958	
407.509671	408.172859	
411.917923	413.010233	
414.180565	415.155842	
424.440477	425.259710	
432.047636	433.374013	
433.608079	434.271268	
453.698782	454.166915	
473.516407	474.296629	
475.310917	476.598282	
479.329057	480.226312	
488.535670	489.120837	
489.588969	490.330180	
496.884040	497.469206	
500.317015	500.785147	
503.125812	504.530210	
516.818699	517.911009	
616.921112	617.467268	
625.581571	626.244759	
634.398073	635.490383	
691.783362	692.836661	
697.791067	699.195466	
705.788337	706.100426	
714.526818	714.955940	
715.580117	716.243305	
719.247158	719.832324	
720.651556	721.041667	
729.468059	730.053225	
737.348296	737.933462	
773.433538	773.862660	
781.430808	781.976963	  
782.601141	783.108285	
805.383607	805.890751	
825.006177	825.552332	
828.907285	830.818827	
834.056746	834.524879	
839.557308	841.156762	
845.955124	846.384245	
858.009545	858.594711	
858.906800	859.374933	
860.389221	861.754608	
864.836483	865.382638	
866.045826	866.474948	
867.684291	867.957369	
868.659568	868.971657	
869.478801	869.907923	
887.150817	887.931038	
890.583791	891.168958	
898.854139	899.751394	
904.510745	905.837121	
907.904708	908.450863	
915.667912	916.175055	
918.008576	918.437698	
918.749786	919.295941	
920.856384	921.285506	 
924.874525	925.615735	
927.761344	928.190466	
940.127854	940.439943	
943.443796	943.755884	
947.032814	947.461936	
954.757007	955.303162	
967.630661	968.059783	
985.029600	985.458722	
985.809821	986.277954	
1002.740627	1003.286782	
1013.585705	1013.975816	
1014.209883	1014.599993	
1034.027508	1034.378607	
1044.053354	1044.872586	
1053.845133	1054.469310	
1088.994110	1090.827630	
1115.404607	1115.911751	
1123.791987	1124.221109	
1124.494187	1125.040342	
1175.325615	1175.832759	
1176.105837	1176.612981	
1187.380037	1187.926192	
1203.881721	1204.427876	
1205.832274	1206.144363	
1211.215803	1211.918002	
1218.822962	1219.837250	
1227.990564	1228.731774	
1232.164749	1233.725192	
1244.765326	1245.194447	
1249.563688	1250.031820	
1253.152706	1253.776883	
1258.224146	1258.692279	
1260.954921	1261.891187	
1263.880751	1264.426906	
1265.207128	1265.870316	
1267.118670	1267.742848	
1267.898892	1268.406036	
1272.697254	1273.048354	
1276.520339	1277.027483	
1277.690671	1278.392871	
1279.212103	1279.758258	
1281.396723	1281.786834	
1342.488064	1342.995208	
1352.474899	1352.825998	
1375.374399	1375.881543	
1403.150283	1403.579405	
1406.310180	1407.090401	
1417.740424	1418.130535	
1423.201975	1423.592085	
1428.390447	1428.741547	
1461.471837	1462.603159	
1478.324621	1479.338909	
1487.531234	1488.584533	
1499.468623	1500.638955	
1503.642808	1504.423029	
1508.129081	1509.065347	
1509.299413	1509.611502	
1510.001613	1510.625790	
1516.477451	1516.867561	
1518.154927	1521.548890	 
1528.258795	1528.570883	
1531.769791	1532.823090	
1545.891800	1547.062132	
1548.934664	1549.402797	
1549.909941	1550.807195	
1551.782472	1552.289616	
1553.498959	1553.850059	
1555.722590	1557.439078	
1558.141277	1558.570399	
1559.584687	1560.052820	
1561.301174	1562.276451	
1563.134694	1564.227004	
1564.812171	1565.904481	
1568.167123	1569.103389	
1571.209987	1571.600097	 
1572.770429	1573.784717	
1577.841869	1578.349013	
1579.051212	1579.480334	
1580.143522	1581.469899	
1586.424305	1587.945737	
1592.666077	1594.070475	
1603.004011	1603.940277	
